store_name	store_number	address	address2	city	state	zip_code	country	phone_number	latitude	longitude	store_hours	store_type	other_fields
Biloxi, JCPenney at Edgewater Mall		2600 BEACH BLVD	Biloxi, MS 39531	Biloxi	Mississippi	39531	Sephora inside JCPenney	(228) 388-8550			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Flowood, JCPenney at Market St at Flowood		200 Market St	Flowood, MS 39232-3339	Flowood	Mississippi	39232-3339	Sephora inside JCPenney	(601) 863-2021			Mo-Th 10:00-21:00; Fr-Sa 09:00-22:00; Su 10:00-20:00	Store	
Woodbury, JCPenney at Tamarack Village Shopping Center		8348 TAMARACK VILLAGE	Woodbury, MN 55125	Woodbury	Minnesota	55125	Sephora inside JCPenney	(651) 501-4676			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
St. Cloud, JCPenney at Crossroads Center		4101 West Division St	St. Cloud, MN 56301-6600	St. Cloud	Minnesota	56301-6600	Sephora inside JCPenney	(320) 252-6020			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Roseville, JCPenney at Rosedale Shopping Center		1700 W County Rd	Roseville, MN 55113-3096	Roseville	Minnesota	55113-3096	Sephora inside JCPenney	(651) 631-3330			Mo-Fr 10:00-21:00; Sa 09:00-21:00; Su 11:00-19:00	Store	
Minnetonka, JCPenney at Ridgedale Shopping Center		12421 WAYZATA BLVD	Minnetonka, MN 55305	Minnetonka	Minnesota	55305	Sephora inside JCPenney	(952) 544-6000			Mo-Fr 10:00-21:00; Sa 10:00-20:00; Su 11:00-18:00	Store	
Rochester, JCPenney at Apache Mall		101 Apache Mall	Rochester, MN 55902	Rochester	Minnesota	55902	Sephora inside JCPenney	(507) 288-8383			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
Maple Grove, JCPenney at Grove Square Shopping Center		13701 GROVE DR	Maple Grove, MN 55311	Maple Grove	Minnesota	55311	Sephora inside JCPenney	(763) 416-1708			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Eden Prairie, JCPenney at Eden Prairie Center		8201 Flying Cloud Dr	Eden Prairie, MN 55344-5315	Eden Prairie	Minnesota	55344-5315	Sephora inside JCPenney	(952) 944-6807			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Coon Rapids, JCPenney at Riverdale Village		12550 Riverdale Blvd	Coon Rapids, MN 55448-6710	Coon Rapids	Minnesota	55448-6710	Sephora inside JCPenney	(763) 323-1339			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Duluth, JCPenney at Miller Hill Mall		1600 Miller Trunk Hwy	Duluth, MN 55811	Duluth	Minnesota	55811	Sephora inside JCPenney	(218) 727-8111			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Burnsville, JCPenney at Burnsville Center		14301 BURNHAVEN DR	Burnsville, MN 55306	Burnsville	Minnesota	55306	Sephora inside JCPenney	(951) 435-8551			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
Bemidji, JCPenney at Paul Bunyan Mall		1401 Paul Bunyan Dr NW Ste 2	Bemidji, MN 56601	Bemidji	Minnesota	56601	Sephora inside JCPenney	(218) 751-4574			Mo-Fr 10:00-21:00; Sa 10:00-19:00; Su 12:00-18:00	Store	
White Lake Township, JCPenney at Village Lakes		300 Town Center Blvd	White Lake Township, MI 48386-2181	White Lake Township	Michigan	48386-2181	Sephora inside JCPenney	(248) 779-6070			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Westland, JCPenney at Westland Shopping Centre		35000 W Warren Rd	Westland, MI 48185	Westland	Michigan	48185	Sephora inside JCPenney	(734) 525-1721			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Traverse City, JCPenney at Grand Traverse Mall		3300 S Airport Rd W	Traverse City, MI 49684	Traverse City	Michigan	49684	Sephora inside JCPenney	(231) 929-9008			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Troy, JCPenney at Oakland Mall		700 W 14 MILD RO	Troy, MI 48083	Troy	Michigan	48083	Sephora inside JCPenney	(248) 583-3400			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Taylor, JCPenney at Southland Shopping Center		23000 Eureka Rd	Taylor, MI 48180	Taylor	Michigan	48180	Sephora inside JCPenney	(734) 287-2020			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Sterling Heights, JCPenney at Lakeside Mall		14300 LAKESIDE CIR	Sterling Heights, MI 48313	Sterling Heights	Michigan	48313	Sephora inside JCPenney	(586) 247-1710			Mo-Th 10:00-21:00; Fr-Sa 10:00-21:30; Su 11:00-19:00	Store	
Saginaw, JCPenney at Fashion Square Mall		4600 Bay Rd	Saginaw, MI 48604-2797	Saginaw	Michigan	48604-2797	Sephora inside JCPenney	(989) 799-8550			Mo-Sa 10:00-21:00; Su 12:00-17:30	Store	
Roseville, JCPenney at Roseville		31510 Gratiot Ave	Roseville, MI 48066-4555	Roseville	Michigan	48066-4555	Sephora inside JCPenney	(586) 296-2907			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Novi, JCPenney at Twelve Oaks		27150 Novi Rd	Novi, MI 48377	Novi	Michigan	48377	Sephora inside JCPenney	(248) 348-3190			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Portage, JCPenney at Crossroads Mall		6580 S Westnedge Ave	Portage, MI 49024-3593	Portage	Michigan	49024-3593	Sephora inside JCPenney	(269) 323-7711			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Muskegon, JCPenney at Lakes Mall		5690 Harvey St	Muskegon, MI 49444-8766	Muskegon	Michigan	49444-8766	Sephora inside JCPenney	(231) 798-6107			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Grand Rapids, JCPenney at Woodland Mall		3225 28th St SE	Grand Rapids, MI 49512-1675	Grand Rapids	Michigan	49512-1675	Sephora inside JCPenney	(616) 949-7600			Mo-Sa 10:00-21:00; Su 12:00-19:00	Store	
Grandville, JCPenney at Rivertown Crossings		3774 RIVERTOWN PRKWY SW	Grandville, MI 49418	Grandville	Michigan	49418	Sephora inside JCPenney	(616) 532-4299			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Flint, JCPenney at Genesee Valley Center		3535 S Linden Rd	Flint, MI 48507-3041	Flint	Michigan	48507-3041	Sephora inside JCPenney	(810) 733-7300			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Dearborn, JCPenney at Fairlane Town Center		18900 Michigan Ave (US 12)	Dearborn, MI 48126	Dearborn	Michigan	48126	Sephora inside JCPenney	(313) 593-3300			Mo-Sa 10:00-21:00; Su 00:00-18:00	Store	
Chesterfield Townshp, JCPenney at Waterside Mp		50753 Waterside Dr	Chesterfield Townshp, MI 48051-4008	Chesterfield Townshp	Michigan	48051-4008	Sephora inside JCPenney	(586) 913-8001			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Canton, JCPenney at Ford Rd		43690 Ford Rd	Canton, MI 48187-3101	Canton	Michigan	48187-3101	Sephora inside JCPenney	(734) 456-5109			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Burton, JCPenney at Courtland Center		4190 E Court St	Burton, MI 48509-1761	Burton	Michigan	48509-1761	Sephora inside JCPenney	(810) 275-9178			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Brighton, JCPenney at Green Oak Village Pl		9480 Village Place Blvd	Brighton, MI 48116-2084	Brighton	Michigan	48116-2084	Sephora inside JCPenney	(810) 229-7598			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Ann Arbor, JCPenney at Briarwood Mall		500 Briarwood Cir	Ann Arbor, MI 48108	Ann Arbor	Michigan	48108	Sephora inside JCPenney	(734) 769-7910			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Peabody, JCPenney at Northshore Mall		210 Andover Street	Peabody, MA 01960-1525	Peabody	Massachusetts	01960-1525	Sephora inside JCPenney	(978) 977-3050			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
North Dartmouth, JCPenney at Dartmouth Mall		120 N DARTMOUTH MALL	North Dartmouth, MA 2747	North Dartmouth	Massachusetts	2747	Sephora inside JCPenney	(508) 997-1501			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
North Attleboro, JCPenney at Emerald Square Mall		1019 S Washington St	North Attleboro, MA 02760-3651	North Attleboro	Massachusetts	02760-3651	Sephora inside JCPenney	(508) 699-6700			Mo-Fr 10:00-21:00; Sa 09:30-21:30; Su 11:00-18:00	Store	
Marlborough, JCPenney at Solomon Pond Mall		573 Donald Lynch Blvd	Marlborough, MA 01752-4725	Marlborough	Massachusetts	01752-4725	Sephora inside JCPenney	(508) 624-6070			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Wheaton, JCPenney at Wheaton Plaza		11160 Veirs Mill Rd	Wheaton, MD 20902-2540	Wheaton	Maryland	20902-2540	Sephora inside JCPenney	(301) 929-5100			Mo-Sa 10:00-21:30; Su 11:00-19:00	Store	
Leominster, JCPenney at Mall at Whitney Field		100 COMMERCIAL RD UNIT 180	Leominster, MA 1453	Leominster	Massachusetts	1453	Sephora inside JCPenney	(978) 534-2440			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Lanham, JCPenney at Woodmore Towne Center		9100 McHugh Dr	Lanham, MD 20706-1673	Lanham	Maryland	20706-1673	Sephora inside JCPenney	(301) 341-2700			Mo-Sa 02:00-21:00; Su 00:00-18:00	Store	
Waldorf, JCPenney at St Charles Towne Center		11130 Mall Circle	Waldorf, MD 20603-6110	Waldorf	Maryland	20603-6110	Sephora inside JCPenney	(301) 645-3925			Mo-Sa 10:00-21:30; Su 11:00-19:00	Store	
Holyoke, JCPenney at Holyoke Mall		50 Holyoke St	Holyoke, MA 1041	Holyoke	Massachusetts	1041	Sephora inside JCPenney	(413) 536-3963			Mo-Sa 02:00-21:30; Su 06:00-18:00	Store	
Hyattsville, JCPenney at Mall at Prince Georges		3500 East West Hwy	Hyattsville, MD 20782-5001	Hyattsville	Maryland	20782-5001	Sephora inside JCPenney	(301) 270-3400			Mo-Sa 10:00-21:30; Su 12:00-18:00	Store	
Hagerstown, JCPenney at Valley Mall		17301 VALLEY MALL RD STE 400	Hagerstown, MD 21740	Hagerstown	Maryland	21740	Sephora inside JCPenney	(301) 582-3700			Mo-Th 10:00-21:00; Fr 10:00-22:00; Sa 10:00-23:00; Su 11:00-18:00	Store	
Glen Burnie, JCPenney at Marley Station		7900 Governor Ritchie Hwy	Glen Burnie, MD 21061	Glen Burnie	Maryland	21061	Sephora inside JCPenney	(410) 760-7724			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Gaithersburg, JCPenney at Lake Forest Mall		701 Russell Ave	Gaithersburg, MD 20877-2696	Gaithersburg	Maryland	20877-2696	Sephora inside JCPenney	(301) 840-0010			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Forestville, JCPenney at Forestville Park		3401 Donnell Drive	Forestville, MD 20747-3289	Forestville	Maryland	20747-3289	Sephora inside JCPenney	(301) 420-3400			Mo-Sa 10:00-21:30; Su 12:00-18:00	Store	
Frederick, JCPenney at Francis Scott Key Mall		5500 Buckeystown Pike	Frederick, MD 21703	Frederick	Maryland	21703	Sephora inside JCPenney	(301) 662-7110			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Columbia, JCPenney at Columbia Town Center		10300 Little Patuxent Pkwy	Columbia, MD 21044-3398	Columbia	Maryland	21044-3398	Sephora inside JCPenney	(410) 715-8700			Mo-Sa 10:00-21:30; Su 11:00-19:00	Store	
Baltimore, JCPenney at White Marsh Mall		8200 Perry Hall Blvd	Baltimore, MD 21236-4901	Baltimore	Maryland	21236-4901	Sephora inside JCPenney	(410) 931-7550			Mo-Fr 10:00-21:00; Sa 09:00-21:30; Su 11:00-18:00	Store	
Annapolis, JCPenney at Annapolis Mall		1695 ANNAPOLIS MALL	Annapolis, MD 21401	Annapolis	Maryland	21401	Sephora inside JCPenney	(410) 224-6500			Mo-Sa 10:00-21:30; Su 11:00-19:00	Store	
Baltimore, JCPenney at Eastpoint Mall		7777 EASTPOINT MALL	Baltimore, MD 21224	Baltimore	Maryland	21224	Sephora inside JCPenney	(410) 288-5800			Mo-Fr 10:00-21:00; Sa 09:00-21:00; Su 11:00-18:00	Store	
Abingdon, JCPenney at The Boulevard at Box Hill		3411 Merchant Boulevard	Abingdon, MD 21009	Abingdon	Maryland	21009	Sephora inside JCPenney	(443) 409-3360			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
South Portland, JCPenney at The Maine Mall		700 Maine Mall Rd	South Portland, ME 4106	South Portland	Maine	4106	Sephora inside JCPenney	(207) 775-3911			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Bangor, JCPenney at Bangor Mall		639 STILLWATER AVE	Bangor, ME 4401	Bangor	Maine	4401	Sephora inside JCPenney	(207) 947-0792			Mo-Sa 09:00-21:00; Su 10:00-18:00	Store	
Auburn, JCPenney at Auburn Mall		550 Center St	Auburn, ME 4210	Auburn	Maine	4210	Sephora inside JCPenney	(207) 786-2936			Mo-Sa 10:00-21:00; Su 10:00-18:00	Store	
Shreveport, JCPenney at Regal Court Shopping Center		7451 Youree Dr	Shreveport, LA 71105-5535	Shreveport	Louisiana	71105-5535	Sephora inside JCPenney	(318) 797-5611			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
Metairie, JCPenney at Lakeside Shopping Center		3301 VETERANS MEMORIAL BLVD	Metairie, LA 70002	Metairie	Louisiana	70002	Sephora inside JCPenney	(504) 837-9880			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Lake Charles, JCPenney at Prien Lake Mall		312 W Prien Lake Rd	Lake Charles, LA 70601-8453	Lake Charles	Louisiana	70601-8453	Sephora inside JCPenney	(337) 478-5110			Mo-Fr 10:00-21:00; Sa 09:00-21:00; Su 12:00-18:00	Store	
Monroe, JCPenney at Pecanland Mall		4761 Pecanland Mall Dr	Monroe, LA 71203	Monroe	Louisiana	71203	Sephora inside JCPenney	(318) 387-9530			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Houma, JCPenney at Southland Mall		5953 W Park Ave	Houma, LA 70364	Houma	Louisiana	70364	Sephora inside JCPenney	(985) 851-3680			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Hammond, JCPenney at Hammond Square		501 C M Fagan Dr	Hammond, LA 70403	Hammond	Louisiana	70403	Sephora inside JCPenney	(985) 277-3110			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Lafayette, JCPenney at Stirling Lafayette Shopping Center		3125 Louisiana Ave	Lafayette, LA 70501-1404	Lafayette	Louisiana	70501-1404	Sephora inside JCPenney	(337) 233-1801			Mo-Fr 10:00-22:00; Sa 09:00-22:00; Su 10:00-20:00	Store	
Covington, JCPenney at River Chase Shopping Center		69340 Highway 21	Covington, LA 70433	Covington	Louisiana	70433	Sephora inside JCPenney	(985) 893-1284			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Bossier City, JCPenney at Pierre Bossier Mall		2950 E TEXAS AVE	Bossier City, LA 71111	Bossier City	Louisiana	71111	Sephora inside JCPenney	(318) 747-6600			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Gretna, JCPenney at Oakwood Shopping Center		197 WESTBANK EXPY STE 2	Gretna, LA 70053	Gretna	Louisiana	70053	Sephora inside JCPenney	(504) 227-2112			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Baton Rouge, JCPenney at Mall of Louisiana		6201 Bluebonnet Blvd	Baton Rouge, LA 70836-6200	Baton Rouge	Louisiana	70836-6200	Sephora inside JCPenney	(225) 766-4410			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Richmond, JCPenney at Richmond Centre		2037 Lantern Ridge Dr	Richmond, KY 40475	Richmond	Kentucky	40475	Sephora inside JCPenney	(859) 626-7857			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Alexandria, JCPenney at Alexandria Mall		3541 Masonic Dr	Alexandria, LA 71301-3697	Alexandria	Louisiana	71301-3697	Sephora inside JCPenney	(318) 448-3231			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Paducah, JCPenney at Kentucky Oaks Mall		5101 Hinkleville Rd Ste 800	Paducah, KY 42001	Paducah	Kentucky	42001	Sephora inside JCPenney	(270) 443-2577			Mo-Sa 10:00-21:00; Su 00:00-17:30	Store	
Louisville, JCPenney at Mall Saint Matthews		5000 Shelbyville Rd	Louisville, KY 40207-3371	Louisville	Kentucky	40207-3371	Sephora inside JCPenney	(502) 897-3161			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Louisville, JCPenney at Jefferson Mall		4803 Outer Loop Rd	Louisville, KY 40219-3398	Louisville	Kentucky	40219-3398	Sephora inside JCPenney	(502) 968-3381			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Lexington, JCPenney at Fayette Mall		3401 NICHOLASVILLE RD  STE 116	Lexington, KY 40503	Lexington	Kentucky	40503	Sephora inside JCPenney	(859) 273-2525			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Florence, JCPenney at Florence Mall		6000 Florence Mall	Florence, KY 41042-1432	Florence	Kentucky	41042-1432	Sephora inside JCPenney	(859) 525-1170			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Ashland, JCPenney at Ashland Town Center		500 Winchester Ave	Ashland, KY 41101-7362	Ashland	Kentucky	41101-7362	Sephora inside JCPenney	(606) 324-0168			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
Wichita, JCPenney at Towne West		4600 W Kellogg Rd	Wichita, KS 67209-2546	Wichita	Kansas	67209-2546	Sephora inside JCPenney	(316) 945-0141			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Overland Park, JCPenney at Oak Park Shopping Center		11801 W 95th St	Overland Park, KS 66214-1882	Overland Park	Kansas	66214-1882	Sephora inside JCPenney	(913) 492-8150			Mo-Sa 10:00-21:30; Su 10:00-19:00	Store	
Wichita, JCPenney at Towne East		7700 E Kellogg Dr	Wichita, KS 67207-1771	Wichita	Kansas	67207-1771	Sephora inside JCPenney	(316) 685-6261			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Manhattan, JCPenney at Manhattan Town Center		101 Manhattan Town Center	Manhattan, KS 66502	Manhattan	Kansas	66502	Sephora inside JCPenney	(785) 776-4867			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Overland Park, JCPenney at Corbin Park		6901 W 135th St	Overland Park, KS 66223-4803	Overland Park	Kansas	66223-4803	Sephora inside JCPenney	(913) 982-4149			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Kansas City, JCPenney at Legends at Village West		10904 Stadium Pkwy	Kansas City, KS 66111-8100	Kansas City	Kansas	66111-8100	Sephora inside JCPenney	(913) 334-0285			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Davenport, JCPenney at Northpark Shopping Center		320 W Kimberly Rd	Davenport, IA 52806-5972	Davenport	Iowa	52806-5972	Sephora inside JCPenney	(563) 391-4800			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
W Des Moines, JCPenney at Valley West Mall		1551 Valley West Dr	W Des Moines, IA 50266-1189	W Des Moines	Iowa	50266-1189	Sephora inside JCPenney	(515) 223-5353			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Sioux City, JCPenney at Southern Hills Mall		4340 SERGEANT RD	Sioux City, IA 51106	Sioux City	Iowa	51106	Sephora inside JCPenney	(712) 276-2747			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Ames, JCPenney at North Grand Mall		2901 N Grand Ave	Ames, IA 50010	Ames	Iowa	50010	Sephora inside JCPenney	(515) 233-3450			Mo-Sa 10:00-21:00; Su 11:30-17:30	Store	
Valparaiso, JCPenney at Porters Vale		410 Porters Vale Blvd	Valparaiso, IN 46383-0000	Valparaiso	Indiana	46383-0000	Sephora inside JCPenney	(219) 531-0596			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Cedar Rapids, JCPenney at Westdale Mall		2400 Edgewood Rd SW	Cedar Rapids, IA 52404	Cedar Rapids	Iowa	52404	Sephora inside JCPenney	(319) 396-0777			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Council Bluffs, JCPenney at Marketplace		3333 Market Place Dr	Council Bluffs, IA 51501-8287	Council Bluffs	Iowa	51501-8287	Sephora inside JCPenney	(712) 366-1107			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Plainfield, JCPenney at Metropolis		2611 E Main St	Plainfield, IN 46168-2710	Plainfield	Indiana	46168-2710	Sephora inside JCPenney	(317) 837-0042			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Mishawaka, JCPenney at University Park Mall		6501 N Grape Rd	Mishawaka, IN 46545	Mishawaka	Indiana	46545	Sephora inside JCPenney	(574) 277-6000			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Merrillville, JCPenney at Westfield Southlake Mall		1890 Southlake Mall	Merrillville, IN 46410-6497	Merrillville	Indiana	46410-6497	Sephora inside JCPenney	(219) 738-2155			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Lafayette, JCPenney at Tippecanoe Mall		2415 SAGAMORE PKWY S  52	Lafayette, IN 47905	Lafayette	Indiana	47905	Sephora inside JCPenney	(765) 447-3161			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Terre Haute, JCPenney at Honey Creek Square		3401 S US 41	Terre Haute, IN 47802	Terre Haute	Indiana	47802	Sephora inside JCPenney	(812) 232-3881			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Noblesville, JCPenney at Hamilton Towne Center		13900 Hoard Dr	Noblesville, IN 46060-5598	Noblesville	Indiana	46060-5598	Sephora inside JCPenney	(317) 773-0670			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Indianapolis, JCPenney at Castleton Square Mall		6020 E 82nd St	Indianapolis, IN 46250-1578	Indianapolis	Indiana	46250-1578	Sephora inside JCPenney	(317) 849-6500			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Greenwood, JCPenney at Greenwood Park Mall		1251 US Highway 31 N	Greenwood, IN 46142	Greenwood	Indiana	46142	Sephora inside JCPenney	(317) 882-7339			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Indianapolis, JCPenney at Northwest Pavilion at Michigan Road		8752 MICHIGAN ROAD	Indianapolis, IN 46268	Indianapolis	Indiana	46268	Sephora inside JCPenney	(317) 334-0353			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Fort Wayne, JCPenney at Glenbrook Mall		4201 Coldwater Rd	Fort Wayne, IN 46805-1176	Fort Wayne	Indiana	46805-1176	Sephora inside JCPenney	(260) 482-4661			Mo-Th 10:00-21:30; Fr 10:00-22:00; Sa 09:00-22:00; Su 11:00-19:00	Store	
Evansville, JCPenney at Eastland Mall		800 N Green River Rd	Evansville, IN 47715	Evansville	Indiana	47715	Sephora inside JCPenney	(812) 477-7222			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Clarksville, JCPenney at Greentree Mall		757 E Lewis & Clark Parkway	Clarksville, IN 47129-2285	Clarksville	Indiana	47129-2285	Sephora inside JCPenney	(812) 282-0401			Mo-Fr 10:00-21:00; Sa 09:00-22:00; Su 12:00-18:00	Store	
Springfield, JCPenney at Springfield		1201 S Dirksen Parkway	Springfield, IL 62703-2122	Springfield	Illinois	62703-2122	Sephora inside JCPenney	(217) 789-0550			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Vernon Hills, JCPenney at Hawthorn Center		4 HAWTHORN CENTER	Vernon Hills, IL 60061	Vernon Hills	Illinois	60061	Sephora inside JCPenney	(847) 549-0788			Mo-Fr 10:00-21:00; Sa 10:00-22:00; Su 11:00-19:00	Store	
Rockford, JCPenney at Cherryvale Mall		7200 E HARRISON AVE	Rockford, IL 61112	Rockford	Illinois	61112	Sephora inside JCPenney	(815) 332-5000			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
Orland Park, JCPenney at Orland Square Mall		3 Orland Square Dr	Orland Park, IL 60462-6596	Orland Park	Illinois	60462-6596	Sephora inside JCPenney	(708) 349-7300			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
Schaumburg, JCPenney at Woodfield Mall		3 Woodfield Mall	Schaumburg, IL 60173-5068	Schaumburg	Illinois	60173-5068	Sephora inside JCPenney	(847) 240-5000			Mo-Sa 10:00-21:00; Su 10:00-19:00	Store	
North Aurora, JCPenney at North Aurora Town Center		1600 Orchard Gateway Blvd	North Aurora, IL 60542-6501	North Aurora	Illinois	60542-6501	Sephora inside JCPenney	(630) 301-6300			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
North Riverside, JCPenney at North Riverside Mall		7507 W CERMAK RD	North Riverside, IL 60546	North Riverside	Illinois	60546	Sephora inside JCPenney	(708) 442-6600			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
Peoria, JCPenney at Northwoods Shopping Center		2200 W War Memorial Dr	Peoria, IL 61613-1082	Peoria	Illinois	61613-1082	Sephora inside JCPenney	(309) 685-6111			Mo-Th 10:00-21:00; Fr 10:00-22:00; Sa 09:00-22:00; Su 11:00-19:00	Store	
